,Unnamed: 0,Unnamed: 0.1,Review_ID,URL,Brand,Variety,Style,Country,Stars,Top Ten,Blurb
1100,1100,1100,2373.0,https://www.theramenrater.com/2017/03/15/2673-top-ramen-atta-noodles-masala/,Nissin,Top Ramen Atta Nooldes Masala,Pack,India,4.5,,"Finished (click to enlarge). Added sweet peas. The noodles end up with a satisfying crumble and firmness I’ve come to expect from Indian atta noodles. Likewise, masala is very tasty and the broth reduced to more of a sauce. 4.5 out of 5.0 stars. EAN bar code 8901014006120."
1101,1101,1101,2372.0,https://www.theramenrater.com/2017/03/15/2372-liuquan-instant-spicy-rice-noodle/,Liu Quan,Instant Spicy Rice Noodle,Bowl,China,4,,"Finished (click to enlarge). No instructions for preparation – not even a fill line on this big bowl! So I winged it and added boiling water to a reasonably standard level and held off on the peanuts but added everything else. I kept checking on it with a stir here and there, and 7 minutes was the cherry spot for the noodles. So the noodles are plentiful and have a nice light tension to them – perfect kind of rice noodles for me. The broth was an oil slick and has a spicy yet almost vinegary kind of taste to it. The included bamboo shoots were good – crisp and not mushy. The tofu skin came out really well and was awesome, and the peanuts gave a nice little crunch at the end. Interesting and tasty. 4.0 out of 5.0 stars. EAN bar code 6926392500031."
1102,1102,1102,2371.0,https://www.theramenrater.com/2017/03/15/2371-daikoku-tanuki-soba/,Daikoku,Tanuki Soba,Cup,Japan,3.5,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. First, the noodles are this and flat. Also, there’s quite a quantity of them. Second, the broth has an interesting taste. For example, it’s got a kind of sweetness as well as a saltiness that bounces back and forth with a fish taste. Finally, the tempura is a different kind of deal in this one. It is stuck to a piece of seaweed, so there’s seaweed taste. Overall, it works pretty well. In conclusion, I enjoyed this one much more than the kitsune udon by the same brand. 3.5 out of 5.0 stars. JAN bar code 4904511006079."
1103,1103,1103,2370.0,https://www.theramenrater.com/2017/03/14/2370-samyang-foods-zzaldduck-snack/,Samyang Foods,Zzaldduck Buldak Bokkeummyun Snack,Pack,South Korea,4.5,,"Finished (click to enlarge). Okay so since these are a snack and no preparation is required, you just open the bag and dig in. The pieces are short and hollow. They have a nice crunch to them. Indeed, they do have a flavor reminiscent of buldak bokkeummyun – a very sweet initial taste then a bit of spiciness. For a snack, I’ll give these 4.5 out of 5.0 stars. EAN bar code 8801073310735."
1104,1104,1104,2369.0,https://www.theramenrater.com/2017/03/14/2369-samyang-buldak-bokkeummyun-curry/,Samyang Foods,Curry Buldak Bokkeummyun,Pack,South Korea,4.25,,"Finished (click to enlarge). Added coriander, Salad Cosmo mung bean sprouts and chicken massaged with sesame chilli oil, gochujang, salt and pepper then baked at 375 degrees Fahrenheit for 50 minutes. The noodles are super thick. Furthermore, they’re very chewy and hearty. The flavor coats the noodles very well. It is very spicy, however nowhere near as spicy as its predecessors, It’s got a sweet Korean curry kind of thing going on which is good. Finally, the bits of potato, carrot and TVP hydrated to perfection and were a nice touch. 4.25 out of 5.0 stars. EAN bar code 8801073113404."
1105,1105,1105,2368.0,https://www.theramenrater.com/2017/03/14/2368-samyang-ice-buldak-bokkeummyun/,Samyang Foods,Cool/Ice Buldak Bokkeummyun,Pack,South Korea,3.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, chicken massaged with gochujang, chilli oil, salt and pepper then baked, cucumber and fried shallot. The noodles have a nice and thick gauge and really are very nice chilled. The sauce is strong and spicy with a very nice sweetness to it. Definitely can see how it would be nice in the warmer months. The sesame seeds and seaweed add a nice little touch. 3.75 out of 5.0 stars.  EAN bar code 8801073113336."
1106,1106,1106,2367.0,https://www.theramenrater.com/2017/03/14/2367-samyang-haek-buldak-bokkeummyun/,Samyang Foods,2x Spicy Haek Buldak Bokkeummyun,Pack,South Korea,4,,"Finished (click to enlarge). Alright so here we go. The noodles are just awesome – thick and chewy – super thick ramyun with a nice mouthfeel. Now, the flavor speaking of the feeling in my mouth… FIRE! I mean really this is seriously painful stuff. It is not something to give a person who can’t handle heat (although I was quite impressed my 11 year old Andy was able to cope with it although it took a few tortilla chips and 3 peanut butter cups to put out the fire).  My take one the experience is that anyone could eat as much of it as they wanted; as long as they don’t stop. You are greeted warmly  (no pun intended) by a nice sweet kind of flavor at the outset. If you continue to scarf down the noodles, it continues this way. Until you stop. Once you stop, the fire begins. The heat builds to a crescendo I can only liken to putting one’s tongue on a hot stove. Truly this is the hottest I’ve had yet. Haek Buldak Bokkeummyun, you win! 4.0 out of 5.0 stars. EAN bar code 8801073113435."
1107,1107,1107,2366.0,https://www.theramenrater.com/2017/03/14/2366-samyang-buldak-bokkeummyun-snack/,Samyang Foods,Buldak Bokkeummyun Snack,Pack,South Korea,5,,"Finished (click to enlarge). The snack version. Added salt and pepper cashews. I usually will review an instant noodle one way or the other as mentioned on the package, but this one I thought deserved both ways, so here’s the snack version first. The noodles are crunchy and thin – you’re probably not going to break your teeth on them which is definitely a good thing! The flavor is awesome – a sweet and spicy kind of curry hit to it. A very addictive bowl here – can’t leave it alone! 5.0 out of 5.0 stars."
1108,1108,1108,2365.0,https://www.theramenrater.com/2017/03/14/2365-samyang-stew-buldak-bokkeumtangmyun/,Samyang Foods,Stew Buldak Bokkeumtangmyun,Pack,South Korea,5,,"Finished (click to enlarge). Added chicken massaged with gochujang, drizzled with sesame chilli oil and sprinkled with salt and pepper and baked at 375 for 45 minutes. The noodles are indicative of the trend in South Korean instants – thicker and wider. Good quantity and chew. The broth was pretty exciting stuff. Indeed it was spicy – less so than the others – but it also had a tasty sweetness. Moreover, it was thick but not overly oily. Definitely tied everything together well. Very impressed. 5.0 out of 5.0 stars.  EAN bar code 8801073113329."
1109,1109,1109,2364.0,https://www.theramenrater.com/2017/03/14/2364-samyang-cheese-buldak-bokkeummyun/,Samyang Foods,Cheese Buldak Bokkeummyun,Pack,South Korea,4,,"Finished (click to enlarge). Added chicken massaged with gochujang, drizzled with sesame chilli oil and sprinkled with salt and pepper and baked @ 375 for 45 minutes, sharp white cheddar, spring onion, chilli powder and Salad Cosmo mung bean sprouts. Again the noodles are thick with a great chew to them. The flavor is much more tame compared to the original – a little sweeter and the cheese element is there as well. However, its definitely got a formidable level of spiciness! 4.0 out of 5.0 stars. EAN bar code 8801073113268."
1110,1110,1110,2363.0,https://www.theramenrater.com/2017/03/14/2363-samyang-foods-buldak-bokkeummyun/,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4,,"Finished (click to enlarge). Added spring onion and Salad Cosmo mung bean sprouts. The noodles are fat and plump with a great chew. The flavor is extreme. It’s hot and super spicy. Moreover, the heat lingers on for a long time. Still, it does have flavor to it – if you peel back the layers of tongue that are burned off, it’s pretty tasty actually! A kind of sweet and salty hit at the beginning I like a lot. But yeah – if you’re not up for any kind of spicy or think Tabasco sauce is hot stuff, this isn’t for you. 4.0 out of 5.0 stars. EAN bar code 8801073110502."
1111,1111,1111,2362.0,https://www.theramenrater.com/2017/03/13/2362-chuan-wei-wang-spicy-beef-flavor/,Chuan Wei Wang,Bowl Instant Noodles Artificial Spicy Beef Flavor,Bowl,China,3.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, beef, spring onion and bell pepper. The noodles came out alright – they hydrated well but were kind of ho-hum. The broth was interesting. I liked the beef taste, but I really didn’t expect the Sichuan pepper here. It was nice – and had a good oiliness. The vegetable bits were nice and the imitation meat worked well too. 3.75 out of 5.0 stars. EAN bar code 6925487994014."
1112,1112,1112,2361.0,https://www.theramenrater.com/2017/03/13/2361-nissin-demae-iccho-chicken/,Nissin,Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5,,"Finished (click to enlarge). Added spring onion, baked chicken, Salad Cosmo mung bean sprouts and hard boiled egg. The noodles came out very well – and there were a lot of them. The broth was a chicken tour de force; a great chicken taste along with a sesame oil taste included with the liquid sachet really gives a one two punch of tastiness. What’s more, the included veggies, bits of egg and chicken bits came out perfectly to make this a nicely rounded bowl. 5.0 out of 5.0 stars. EAN bar code 4897878120017."
1113,1113,1113,2360.0,https://www.theramenrater.com/2017/03/12/2360-wai-wai-instant-noodles-chicken/,Wai Wai,Instant Noodles Artificial Chicken Flavoured,Pack,India,1.5,,"Finished (click to enlarge). Added fried egg, chilli powder, coriander and baked chicken. The noodles were very al dente and very crumbly. Unfortunately, this did not work for me. The broth did indeed have a chicken flavor, but it was kind of heavy and unforgiving. 1.5 out of 5.0 stars. EAN bar code 8901741000019."
1114,1114,1114,2359.0,https://www.theramenrater.com/2017/03/12/2359-daikoku-kitsune-udon/,Daikoku,Kitsune Udon,Cup,Japan,1.5,,"Finished (click to enlarge). The noodles were a bit wider, but not by much. This way of presenting udon always confused me a little, but hey whatever works. While the noodles were decent, the broth was a salty and rough go. The broth had a very strong fish taste to it which is fine, but the saltiness level was extreme. The kamaboko is everywhere which I really like as are the seaweed and strips of tofu. 1.5 out of 5.0 stars. JAN bar code 4904511006062."
1115,1115,1115,2358.0,https://www.theramenrater.com/2017/03/11/2358-sichuan-baijia-pickled-cabbage/,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, spring onion, coriander and Chinese sausage. The vermicelli hydrated well – there’s a ton of it and it’s good. This is sweet potato vermicelli by the way. The broth is oily and heavy duty stuff – strong vinegar kind of hit to it with a good spiciness and cabbage flavor. Bits of vegetable floating everywhere. Good stuff! 4.0 out of 5.0 stars. EAN bar code 6926410321242."
1116,1116,1116,2357.0,https://www.theramenrater.com/2017/03/10/2357-kamfen-noodle-king-wonton/,Kamfen,Noodle King Artificial Wonton Soup Flavored,Bowl,Hong Kong,5,,"Finished (click to enlarge). Added fish ball and spring onion. So the noodles are very chewy with a very unique crumble. Indeed, they are very hearty and good. The broth has a very nice taste and body – good oiliness and a perfect compliment for the noodle. Finally, the vegetables included were mostly corn and seaweed which hydrated to perfection. 5.0 out of 5.0 stars.  EAN bar code 6920363400696."
1117,1117,1117,2356.0,https://www.theramenrater.com/2017/03/10/2356-nongshim-shrimp-cup-noodle/,Nongshim,Spicy Shrimp Cup Noodle,Cup,South Korea,4,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, shrimp, spring onion and chilli flake. The noodles hydrated well and were of good quality – soft and definitely upright citizens. The broth was very nice – good shrimp hit and spicy hit, and definitely Korean. The included bits hydrated very well. 4.0 out of 5.0 stars. EAN bar code 8801043015776."
1118,1118,1118,2355.0,https://www.theramenrater.com/2017/03/10/2355-marutai-nagasaki-agodashi-shoyu/,Marutai,Nagasaki Agodashi Shoyu Ramen,Pack,Japan,3.5,,"Finished (click to enlarge). Added narutomaki, baked chicken, Salad Cosmo mung bean sprouts and spring onion. The noodles came out wonderfully; gauge and chew were really great. The broth was definitely on the fishy end and not in a way that I prefer. Sesame seeds floated about the surface which was a nice addition. 3.5 out of 5.0 stars. JAN bar code 4902702001230."
1119,1119,1119,2354.0,https://www.theramenrater.com/2017/03/09/2354-vifon-viet-cuisine-bun-rieu-cua-sour-crab-soup-instant-rice-vermicelli/,Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and coriander. The rice noodles came out of the microwave slightly underdone, but that was easy to look past as by the time I sat down to eat this, they were very good. Light chew, thin gauge. The broth was very, very good – a nice oiliness and crab taste with lots of crab in there and vegetable. Excellent! 5.0 out of 5.0 stars.  UPC bar code 851683004393."
